Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc	Zw	Zwc	Layer_number
647	21070.3	20180.8	21070.6	20178.2	3098.67358	47490.08594	319.47269	0.39485	0.86434	1508.62793	49125.70313	355	3	32	1	458.218	455.586	4163.299120000001	4.610119999999999	21070.3	20180.8	21070.6	20178.2	458.2	458.2	1
647	20614.4	20857.1	20614.7	20854.5	3113.79395	21045.22656	331.8728	0.18153	1.14011	1608.6430699999999	23243.49219	356	1	20	1	391.61199999999997	389.00300000000004	1844.96556	6.84678	20614.4	20857.1	20614.7	20854.5	391.6	391.6	1
647	21731.7	20501.8	21732.0	20499.2	6376.11133	38866.83203	315.18796000000003	0.6748	1.31816	1585.43347	39619.75781	358	1	28	1	366.311	363.74699999999996	3407.3269	3.8929699999999996	21731.7	20501.8	21732.0	20499.2	366.3	366.3	1
647	20772.2	20881.0	20772.4	20878.4	998.0305199999999	33224.74609	366.9631	0.49017	0.58702	1362.6726099999998	34237.14844	358	5	29	1	560.557	557.993	2912.70385	9.51455	20772.2	20881.0	20772.4	20878.4	560.6	560.6	1
647	21415.9	21399.3	21416.2	21396.6	3245.05762	17647.39648	297.75015	1.2219200000000001	0.8696299999999999	1490.80225	18125.6875	363	1	33	1	449.348	446.89599999999996	1547.08901	6.48108	21415.9	21399.3	21416.2	21396.6	449.3	449.3	1
647	21554.5	20165.8	21554.8	20163.1	2197.78442	14205.61621	324.56906000000004	0.40735	0.78845	1452.37512	14473.61719	364	1	30	1	478.685	476.256	1245.35949	8.87076	21554.5	20165.8	21554.8	20163.1	478.7	478.7	1
647	20757.1	20783.3	20757.4	20780.6	815.87512	11951.28809	359.73129	0.73953	1.32827	1387.19214	17700.5	364	2	31	1	326.251	323.822	1047.72999	16.13325	20757.1	20783.3	20757.4	20780.6	326.3	326.3	1
647	21734.1	20450.1	21734.4	20447.4	669.7575099999999	3565.8007799999996	294.9245	1.23282	1.02504	1388.79321	3930.13281	365	1	23	1	421.129	418.722	312.60199	25.57364	21734.1	20450.1	21734.4	20447.4	421.1	421.1	1
647	21372.3	20208.3	21372.6	20205.5	773.2735	4438.09277	306.69	0.9568700000000001	1.2987	1336.12402	4692.92188	373	1	30	1	374.042	371.814	389.07295	22.03226	21372.3	20208.3	21372.6	20205.5	374.0	374.0	1
647	20809.5	21147.6	20809.8	21144.8	963.6247599999999	7542.961909999999	359.30121	0.47506000000000004	1.75262	1321.47522	7864.0625	378	1	28	1	270.028	267.91200000000003	661.26658	17.96131	20809.5	21147.6	20809.8	21144.8	270.0	270.0	1
