Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc	Zw	Zwc
405/561	19729.8	19521.0	19729.8	19521.0	572.97601	16979.45703	319.79544	0.18140	1.34725	184.71486	16506.30273	3268	3	0	1	-46.8075	-46.8075	1488.53297	5.71503	19729.8	19521.0	19729.8	19521.0	-46.8	-46.8
405/561	19739.4	19500.8	19739.4	19500.8	1049.44983	5934.37891	303.57559	0.69900	1.28686	190.61855	5723.53613	3272	1	0	1	-34.3255	-34.3255	520.24742	8.97330	19739.4	19500.8	19739.4	19500.8	-34.3	-34.3
405/561	19748.8	19516.0	19748.8	19516.0	871.27301	4370.21338	285.91321	1.30207	1.17791	200.87025	4284.24365	3277	1	0	1	-18.723	-18.723	383.12219	10.39414	19748.8	19516.0	19748.8	19516.0	-18.7	-18.7
405/561	19743.8	19511.5	19743.8	19511.5	1919.86353	17095.30664	307.01523	0.62799	1.33553	189.84822	16412.08594	3279	2	0	1	-40.5665	-40.5665	1498.68912	5.02151	19743.8	19511.5	19743.8	19511.5	-40.6	-40.6
405/561	19396.4	16181.5	19396.4	16181.5	1286.68152	19961.78906	321.95047	0.09909	1.34284	170.70943	19290.79297	3321	3	0	1	-47.4316	-47.4316	1749.98417	5.06740	19396.4	16181.5	19396.4	16181.5	-47.4	-47.4
405/561	19414.9	16185.9	19414.9	16185.9	660.23126	4948.44922	349.49951	0.55510	1.45869	156.70110	4978.46191	3326	1	0	1	-76.7643	-76.7643	433.81421	11.91858	19414.9	16185.9	19414.9	16185.9	-76.8	-76.8
405/561	19708.6	19460.4	19708.6	19460.4	1551.04321	11605.65723	349.20703	0.38942	1.52407	203.91258	11264.05957	3373	1	0	1	-83.0053	-83.0053	1017.42967	6.91359	19708.6	19460.4	19708.6	19460.4	-83.0	-83.0
405/561	19663.2	19298.1	19663.2	19298.1	744.66217	10037.55273	468.69931	1.19160	1.78822	176.07973	9585.41211	3374	1	0	1	-204.705	-204.705	879.95912	11.12608	19663.2	19298.1	19663.2	19298.1	-204.7	-204.7
405/561	20099.5	13233.8	20099.5	13233.8	1082.72888	5982.48682	300.08276	0.79650	1.25183	169.68800	5938.79980	3385	1	0	1	-29.3327	-29.3327	524.46488	8.59454	20099.5	13233.8	20099.5	13233.8	-29.3	-29.3
405/561	20104.6	13231.1	20104.6	13231.1	1050.37048	9222.87109	301.18149	0.70979	1.20528	190.73465	9201.26758	3392	2	0	1	-24.3399	-24.3399	808.53867	7.51533	20104.6	13231.1	20104.6	13231.1	-24.3	-24.3
405/561	19328.1	16657.2	19328.1	16657.2	619.95483	8817.58594	481.45410	1.22249	0.60980	204.77728	8471.02246	3422	1	0	1	202.833	202.833	773.00866	13.29080	19328.1	16657.2	19328.1	16657.2	202.8	202.8
405/561	20895.2	24736.3	20895.2	24736.3	844.00989	24013.95703	318.16449	0.36241	1.42633	151.30685	23500.23633	3494	6	1	1	-54.2967	-54.2967	2105.22437	4.93060	20895.2	24736.3	20895.2	24736.3	-54.3	-54.3
405/561	19343.6	19005.9	19343.6	19005.9	1075.28247	5833.87109	297.35632	0.87956	0.81230	199.68188	5765.95313	3529	1	0	1	28.7086	28.7086	511.43623	8.91385	19343.6	19005.9	19343.6	19005.9	28.7	28.7
405/561	20534.1	24200.9	20534.1	24200.9	677.77368	3393.43896	285.65231	1.27275	0.89338	154.30865	3342.28369	3588	1	0	1	14.9784	14.9784	297.49160	11.75189	20534.1	24200.9	20534.1	24200.9	15.0	15.0
405/561	20531.6	24186.6	20531.6	24186.6	1020.90106	5324.95215	291.55875	1.02775	0.89594	166.75482	5288.12939	3591	1	0	1	14.9784	14.9784	466.82098	8.93304	20531.6	24186.6	20531.6	24186.6	15.0	15.0
405/561	20153.1	23615.4	20153.1	23615.4	951.16577	6790.74170	341.10693	0.53143	0.75594	170.71460	6564.13525	3666	1	0	1	60.5377	60.5377	595.32192	9.35298	20153.1	23615.4	20153.1	23615.4	60.5	60.5
405/561	20174.3	23612.5	20174.3	23612.5	889.64130	30855.57031	328.23489	0.12107	0.75654	173.90181	29632.84180	3669	6	0	1	51.8003	51.8003	2705.00603	4.43149	20174.3	23612.5	20174.3	23612.5	51.8	51.8
405/561	19963.1	12110.2	19963.1	12110.2	530.53418	4101.03760	354.93616	0.82259	0.73561	183.50787	4096.22461	3678	1	0	1	76.7643	76.7643	359.52443	14.64857	19963.1	12110.2	19963.1	12110.2	76.8	76.8
405/561	19496.4	12078.5	19496.4	12078.5	611.21246	15438.03711	318.43094	0.05584	0.82203	177.96227	14930.83008	3702	3	0	1	33.7014	33.7014	1353.40177	6.03372	19496.4	12078.5	19496.4	12078.5	33.7	33.7
405/561	19398.9	14501.4	19398.9	14501.4	589.15411	3336.11865	303.78500	0.57322	0.85257	183.63422	3269.14453	3730	1	0	1	23.7158	23.7158	292.46651	13.57951	19398.9	14501.4	19398.9	14501.4	23.7	23.7
405/561	19258.8	15861.4	19258.8	15861.4	577.16547	16033.86426	341.44012	0.58828	1.32963	161.19762	15971.83008	3737	3	1	1	-55.5449	-55.5449	1405.63597	6.33427	19258.8	15861.4	19258.8	15861.4	-55.5	-55.5
405/561	19478.6	14589.4	19478.6	14589.4	609.79114	3156.55786	290.45334	1.12059	1.18299	172.74214	3201.44629	3745	1	1	1	-19.9712	-19.9712	276.72501	13.04508	19478.6	14589.4	19478.6	14589.4	-20.0	-20.0
405/561	19687.8	20800.0	19687.8	20800.0	617.29791	7879.14453	279.84525	1.49073	0.97106	162.47012	7758.49414	3884	2	0	1	4.3687	4.3687	690.73860	7.33970	19687.8	20800.0	19687.8	20800.0	4.4	4.4
405/561	19700.8	20808.9	19700.8	20808.9	601.54053	5947.23242	284.99179	1.30763	0.88128	158.43361	5748.31982	3888	2	0	1	16.2266	16.2266	521.37424	9.18407	19700.8	20808.9	19700.8	20808.9	16.2	16.2
405/561	20111.5	22166.6	20111.5	22166.6	543.62048	6390.60107	437.70648	0.72557	1.85348	152.67101	6173.80518	3932	1	0	1	-182.861	-182.861	560.24291	13.60938	20111.5	22166.6	20111.5	22166.6	-182.9	-182.9
405/561	19057.3	16662.1	19057.3	16662.1	1159.94519	6358.19092	298.88773	0.75610	0.86360	163.42993	6079.25195	3970	1	0	1	21.2194	21.2194	557.40162	8.15144	19057.3	16662.1	19057.3	16662.1	21.2	21.2
405/561	19237.8	18690.9	19237.8	18690.9	868.03656	7426.42920	285.75449	1.24266	1.01811	174.31775	7565.11230	3974	2	0	1	-1.2482	-1.2482	651.05054	8.00588	19237.8	18690.9	19237.8	18690.9	-1.2	-1.2
405/561	19768.2	11932.7	19768.2	11932.7	1317.46667	9166.93555	336.74591	0.21366	0.71459	187.30756	8507.31152	4021	1	0	1	66.7787	66.7787	803.63499	7.61357	19768.2	11932.7	19768.2	11932.7	66.8	66.8
405/561	21568.7	25968.8	21568.7	25968.8	1131.79358	32666.40820	314.62051	0.13214	1.14565	144.95911	31860.13281	4048	6	0	1	-20.5953	-20.5953	2863.75621	3.86893	21568.7	25968.8	21568.7	25968.8	-20.6	-20.6
405/561	19538.8	20219.2	19538.8	20219.2	728.89691	8737.45117	292.58228	0.95750	0.98349	177.83011	8685.49414	4136	2	0	1	3.1205	3.1205	765.98351	7.38838	19538.8	20219.2	19538.8	20219.2	3.1	3.1
405/561	20705.6	24840.3	20705.6	24840.3	834.91260	27154.96484	387.83182	1.24710	0.70200	166.85660	26616.07617	4171	4	0	1	116.083	116.083	2380.58616	5.56829	20705.6	24840.3	20705.6	24840.3	116.1	116.1
405/561	19391.7	11967.2	19391.7	11967.2	947.67004	5172.16797	298.24130	0.73950	1.06917	175.30159	5158.45996	4210	1	0	1	-8.1133	-8.1133	453.42690	9.48616	19391.7	11967.2	19391.7	11967.2	-8.1	-8.1
405/561	19726.5	20742.8	19726.5	20742.8	662.33936	4218.29492	322.17230	0.11912	1.36089	171.84001	4065.99976	4214	1	0	1	-49.3039	-49.3039	369.80400	12.19272	19726.5	20742.8	19726.5	20742.8	-49.3	-49.3
405/561	20725.0	12238.6	20725.0	12238.6	505.35416	11312.15430	408.95557	0.73721	1.77064	160.86888	10946.82031	4351	2	0	1	-154.153	-154.153	991.69924	9.66801	20725.0	12238.6	20725.0	12238.6	-154.2	-154.2
405/561	20231.7	23202.8	20231.7	23202.8	584.56439	9920.88672	378.32516	0.17468	1.82092	155.81818	9866.98340	4387	2	1	1	-131.061	-131.061	869.73140	9.43056	20231.7	23202.8	20231.7	23202.8	-131.1	-131.1
405/561	19140.1	18405.7	19140.1	18405.7	1222.29089	6889.51611	303.08685	0.59076	0.86168	186.18745	6704.31348	4418	1	0	1	22.4676	22.4676	603.98114	8.04321	19140.1	18405.7	19140.1	18405.7	22.5	22.5
405/561	19078.4	17049.6	19078.4	17049.6	1054.55371	6624.49023	319.96457	0.14065	1.32390	169.86224	6322.44385	4427	1	1	1	-44.3111	-44.3111	580.74720	8.72370	19078.4	17049.6	19078.4	17049.6	-44.3	-44.3
405/561	19092.1	17042.9	19092.1	17042.9	675.04749	11217.39844	332.03998	0.10071	1.42437	166.50186	11096.45898	4496	2	0	1	-61.1618	-61.1618	983.39230	7.25831	19092.1	17042.9	19092.1	17042.9	-61.2	-61.2
405/561	20317.2	23695.9	20317.2	23695.9	1293.15161	7757.72314	312.68170	0.19888	1.13434	161.93649	7743.58740	4515	1	0	1	-18.723	-18.723	680.09399	7.55352	20317.2	23695.9	20317.2	23695.9	-18.7	-18.7
405/561	19198.0	15122.3	19198.0	15122.3	893.39545	4477.57031	285.79813	1.24357	0.95238	178.54651	4511.33740	4551	1	0	1	6.8651	6.8651	392.53381	9.94928	19198.0	15122.3	19198.0	15122.3	6.9	6.9
405/561	19626.4	21073.6	19626.4	21073.6	530.33929	6950.89844	323.58514	0.08364	0.79877	171.99556	6597.22168	4577	2	0	1	40.5665	40.5665	609.36233	10.05096	19626.4	21073.6	19626.4	21073.6	40.6	40.6
405/561	19643.8	21051.2	19643.8	21051.2	585.03979	3998.07422	333.72809	0.54356	0.84013	179.71172	3787.20728	4584	1	0	1	35.5737	35.5737	350.49797	13.52808	19643.8	21051.2	19643.8	21051.2	35.6	35.6
405/561	19595.8	20993.1	19595.8	20993.1	558.87390	13400.23633	339.74368	0.65490	0.80162	184.63123	13070.46680	4586	3	0	1	48.0557	48.0557	1174.75450	7.42338	19595.8	20993.1	19595.8	20993.1	48.1	48.1
405/561	21068.2	25204.4	21068.2	25204.4	592.37354	3266.61206	299.78577	0.89824	1.33530	159.73277	3253.68066	4654	1	0	1	-37.446	-37.446	286.37310	13.05446	21068.2	25204.4	21068.2	25204.4	-37.4	-37.4
405/561	20961.4	25087.6	20961.4	25087.6	720.84570	5006.84766	336.45041	0.74073	1.10475	140.24084	4879.97900	4664	1	1	1	-18.723	-18.723	438.93381	10.92896	20961.4	25087.6	20961.4	25087.6	-18.7	-18.7
405/561	20383.6	23838.7	20383.6	23838.7	795.15533	9255.43262	330.31628	0.12969	1.37820	158.92354	8809.82227	4691	2	0	1	-55.5449	-55.5449	811.39323	8.19287	20383.6	23838.7	20383.6	23838.7	-55.5	-55.5
405/561	19543.4	12064.7	19543.4	12064.7	1127.26355	20265.25977	316.49289	0.43871	0.70912	187.98358	19813.53711	4762	3	0	1	54.9208	54.9208	1776.58845	4.99273	19543.4	12064.7	19543.4	12064.7	54.9	54.9
405/561	20264.1	23694.8	20264.1	23694.8	1098.23389	12534.09766	299.30820	0.71258	1.10502	159.78018	12421.99121	4783	2	0	1	-12.482	-12.482	1098.82298	5.80814	20264.1	23694.8	20264.1	23694.8	-12.5	-12.5
405/561	20622.7	24585.8	20622.7	24585.8	1371.77954	11735.62305	305.31851	0.45611	1.07646	145.98035	11642.98340	4804	2	0	1	-9.3615	-9.3615	1028.82334	6.13206	20622.7	24585.8	20622.7	24585.8	-9.4	-9.4
405/561	20500.6	24416.6	20500.6	24416.6	836.40082	7835.30078	290.28998	1.16537	1.23223	151.36572	7732.93066	4806	2	0	1	-24.964	-24.964	686.89496	7.63233	20500.6	24416.6	20500.6	24416.6	-25.0	-25.0
405/561	20556.6	24119.4	20556.6	24119.4	601.23328	4941.65771	365.99475	0.58104	1.60399	151.57745	4961.78906	4901	1	1	1	-104.225	-104.225	433.21882	12.65214	20556.6	24119.4	20556.6	24119.4	-104.2	-104.2
405/561	19885.4	11896.9	19885.4	11896.9	3339.80908	33441.06250	306.41235	0.74370	0.72050	217.20154	31850.92383	4992	2	0	1	48.0557	48.0557	2931.66759	3.33581	19885.4	11896.9	19885.4	11896.9	48.1	48.1
405/561	19156.8	18144.0	19156.8	18144.0	537.42352	10889.91797	404.13055	1.28004	1.59729	174.24487	10669.85742	4994	2	0	1	-137.926	-137.926	954.68317	9.98968	19156.8	18144.0	19156.8	18144.0	-137.9	-137.9
405/647	19505.4	12927.3	19505.4	12927.3	1643.89795	12399.47461	350.60992	0.95907	0.90812	1336.92419	11676.89453	1	1	5	1	49	49	1087.02102	11.04914	19505.4	12927.3	19505.4	12927.3	49.0	49.0
405/647	22157.6	25285.1	22157.6	25285.1	913.37018	12663.10645	285.90366	1.45273	0.93418	1081.36084	13606.35938	2	3	31	1	1	1	1110.13275	10.71522	22157.6	25285.1	22157.6	25285.1	1.0	1.0
405/647	20693.6	14711.4	20693.6	14711.4	692.02277	3651.83008	293.26157	1.08799	1.09101	852.76013	3658.99683	4	1	21	1	-36	-36	320.14389	20.11032	20693.6	14711.4	20693.6	14711.4	-36.0	-36.0
405/647	21131.0	22806.6	21131.0	22806.6	951.66034	13014.03516	317.15179	0.37235	1.31160	943.24329	12661.83398	5	2	22	1	-103	-103	1140.89752	10.13330	21131.0	22806.6	21131.0	22806.6	-103.0	-103.0
405/647	21083.9	22501.3	21083.9	22501.3	2807.86377	47876.57031	319.49585	0.23449	1.27918	863.78448	46911.16016	10	3	4	1	-97	-97	4197.18093	3.85001	21083.9	22501.3	21083.9	22501.3	-97.0	-97.0
405/647	21066.7	16191.0	21066.7	16191.0	995.30804	5969.35742	312.64038	0.49050	1.28548	840.92188	5818.95264	12	1	24	1	-93	-93	523.31387	14.43512	21066.7	16191.0	21066.7	16191.0	-93.0	-93.0
405/647	20677.3	20903.9	20677.3	20903.9	887.68689	29499.24414	313.56018	0.44294	0.87752	880.60242	28156.29297	12	4	26	1	30	30	2586.10139	6.13849	20677.3	20903.9	20677.3	20903.9	30.0	30.0
405/647	20334.5	19167.7	20334.5	19167.7	886.75751	6510.16064	345.90234	0.41615	0.79832	859.64392	5871.90186	16	1	21	1	88	88	570.72430	16.09711	20334.5	19167.7	20334.5	19167.7	88.0	88.0
405/647	20703.6	20446.3	20703.6	20446.3	771.71387	53897.94531	423.33847	1.40082	1.48038	846.28845	53292.11719	16	5	23	1	-313	-313	4725.05500	6.52960	20703.6	20446.3	20703.6	20446.3	-313.0	-313.0
405/647	20479.7	19129.8	20479.7	19129.8	612.95685	9676.60059	507.23184	0.51737	0.54135	797.84064	10018.17285	18	1	21	1	345	345	848.31564	21.73915	20479.7	19129.8	20479.7	19129.8	345.0	345.0
405/647	21253.4	23003.2	21253.4	23003.2	622.54633	4723.44629	351.64441	0.21791	1.62420	707.81995	5074.30078	31	1	19	1	-214	-214	414.08895	20.46664	21253.4	23003.2	21253.4	23003.2	-214.0	-214.0
405/647	22938.2	26280.2	22938.2	26280.2	670.37415	14715.29297	329.45596	0.07793	0.80534	786.59491	13913.38379	32	3	12	1	68	68	1290.04117	10.60338	22938.2	26280.2	22938.2	26280.2	68.0	68.0
405/647	20331.8	18904.7	20331.8	18904.7	971.38086	5154.56299	294.07709	1.07874	0.98249	756.92877	5120.78027	42	1	19	1	-9	-9	451.88353	14.19508	20331.8	18904.7	20331.8	18904.7	-9.0	-9.0
405/647	20703.1	14537.7	20703.1	14537.7	899.16541	4985.71924	300.61050	0.84336	1.19661	710.37335	5049.66602	44	1	9	1	-63	-63	437.08155	14.82214	20703.1	14537.7	20703.1	14537.7	-63.0	-63.0
405/647	20308.3	18944.5	20308.3	18944.5	588.06140	9596.60840	305.95218	0.84911	0.82266	707.70026	9209.98633	44	2	12	1	42	42	841.30299	11.15723	20308.3	18944.5	20308.3	18944.5	42.0	42.0
405/647	21990.6	12685.1	21990.6	12685.1	859.11426	8811.87012	408.85437	0.62636	1.63244	757.58984	8397.35547	45	1	8	1	-308	-308	772.50757	15.72983	21990.6	12685.1	21990.6	12685.1	-308.0	-308.0
405/647	20264.7	17755.1	20264.7	17755.1	1241.35242	12660.99512	407.70535	0.31584	1.71407	704.71997	12501.80078	46	1	7	1	-315	-315	1109.94766	11.14760	20264.7	17755.1	20264.7	17755.1	-315.0	-315.0
405/647	21305.3	13452.9	21305.3	13452.9	924.17590	5870.27002	321.74496	0.63139	1.50818	787.88715	5985.82129	46	1	13	1	-149	-149	514.62720	15.02336	21305.3	13452.9	21305.3	13452.9	-149.0	-149.0
405/647	20323.1	18888.7	20323.1	18888.7	625.67487	3316.11133	293.90045	1.41000	0.77699	773.44324	3262.91870	47	1	13	1	46	46	290.71254	21.17633	20323.1	18888.7	20323.1	18888.7	46.0	46.0
405/647	21398.8	13065.6	21398.8	13065.6	894.59088	9512.07422	416.27991	0.50908	1.68567	699.69598	9164.64063	48	1	12	1	-325	-325	833.89216	14.72525	21398.8	13065.6	21398.8	13065.6	-325.0	-325.0
405/647	20726.2	21052.5	20726.2	21052.5	1754.18652	44791.58984	327.97012	0.30544	1.07300	762.68787	43348.21094	53	4	3	1	-36	-36	3926.73087	4.43727	20726.2	21052.5	20726.2	21052.5	-36.0	-36.0
405/647	20394.4	19610.3	20394.4	19610.3	586.48486	3932.96948	330.59167	0.40825	1.06727	681.86945	4053.26392	59	1	11	1	-34	-34	344.79046	21.29511	20394.4	19610.3	20394.4	19610.3	-34.0	-34.0
405/647	22403.1	25749.0	22403.1	25749.0	764.30835	18779.16406	378.13730	1.46940	0.82920	714.55341	18221.55859	60	3	12	1	120	120	1646.30734	10.48243	22403.1	25749.0	22403.1	25749.0	120.0	120.0
405/647	20275.4	18438.4	20275.4	18438.4	1179.34888	14225.70508	321.11740	0.06108	1.20258	656.08167	14035.91699	66	2	6	1	-77	-77	1247.12062	8.40080	20275.4	18438.4	20275.4	18438.4	-77.0	-77.0
405/647	20704.4	20720.6	20704.4	20720.6	1073.92578	16518.38477	339.59253	0.56847	1.22208	738.29266	15177.36523	66	2	13	1	-103	-103	1448.11228	8.46700	20704.4	20720.6	20704.4	20720.6	-103.0	-103.0
405/647	21810.1	12846.7	21810.1	12846.7	527.07074	5775.78613	422.60159	0.10269	1.87395	728.75232	6007.14648	68	1	11	1	-352	-352	506.34411	24.07129	21810.1	12846.7	21810.1	12846.7	-352.0	-352.0
405/647	21979.6	12560.6	21979.6	12560.6	782.55383	7721.45801	401.00760	0.31589	1.69290	710.51300	7605.04590	71	1	11	1	-303	-303	676.91474	16.67183	21979.6	12560.6	21979.6	12560.6	-303.0	-303.0
405/647	22717.4	25946.1	22717.4	25946.1	810.46564	21366.54297	349.52469	0.73538	1.28408	685.42474	21228.04883	71	3	15	1	-139	-139	1873.13431	8.02707	22717.4	25946.1	22717.4	25946.1	-139.0	-139.0
405/647	22821.4	26015.4	22821.4	26015.4	1008.18256	7675.56104	352.24554	0.03151	1.56539	693.57983	7635.70605	75	1	18	1	-206	-206	672.89111	13.26489	22821.4	26015.4	22821.4	26015.4	-206.0	-206.0
405/647	22264.4	25330.2	22264.4	25330.2	2097.56909	14479.22070	335.40884	0.53369	0.96748	662.24890	13728.77734	76	1	2	1	10	10	1269.34550	7.19603	22264.4	25330.2	22264.4	25330.2	10.0	10.0
405/647	22766.4	26132.2	22766.4	26132.2	729.00061	15962.08984	330.38620	0.16331	0.87394	657.68988	15531.25781	77	3	15	1	44	44	1399.34374	9.24777	22766.4	26132.2	22766.4	26132.2	44.0	44.0
405/647	20382.3	16024.1	20382.3	16024.1	1163.70764	7165.20996	316.77621	0.17754	1.15762	685.28326	6789.91846	80	1	6	1	-61	-61	628.15031	11.71686	20382.3	16024.1	20382.3	16024.1	-61.0	-61.0
405/647	20714.4	21538.5	20714.4	21538.5	1411.92102	39407.29688	389.98962	1.12713	0.73008	705.70642	37915.31250	80	4	7	1	170	170	3454.70767	6.40431	20714.4	21538.5	20714.4	21538.5	170.0	170.0
405/647	20719.1	21545.4	20719.1	21545.4	684.99139	5072.64014	347.40375	0.28171	0.75949	680.16199	4676.95020	86	1	13	1	104	104	444.70162	18.48716	20719.1	21545.4	20719.1	21545.4	104.0	104.0
405/647	22141.0	25154.5	22141.0	25154.5	786.65570	14192.52539	316.42743	0.31831	0.88605	644.04181	13661.86426	86	3	14	1	29	29	1244.21187	9.43673	22141.0	25154.5	22141.0	25154.5	29.0	29.0
405/647	22583.6	25622.9	22583.6	25622.9	806.69751	13629.58789	400.58640	0.26368	1.70636	652.58997	13637.62012	96	2	12	1	-303	-303	1194.86099	12.72104	22583.6	25622.9	22583.6	25622.9	-303.0	-303.0
405/647	20743.8	21298.7	20743.8	21298.7	849.71857	5801.83594	333.58401	0.34002	0.71327	681.33282	5648.67969	101	1	13	1	103	103	508.62781	15.29991	20743.8	21298.7	20743.8	21298.7	103.0	103.0
405/647	21262.0	13187.4	21262.0	13187.4	1037.51746	32273.58203	417.84970	1.13175	1.52958	636.26727	30631.23633	117	3	2	1	-310	-310	2829.31843	7.43183	21262.0	13187.4	21262.0	13187.4	-310.0	-310.0
405/647	21528.1	12892.6	21528.1	12892.6	1378.65198	7168.89795	291.11121	1.31377	0.87564	681.21136	7753.37988	117	1	10	1	18	18	628.47363	10.18071	21528.1	12892.6	21528.1	12892.6	18.0	18.0
405/647	20951.7	13637.6	20951.7	13637.6	807.57135	19300.74609	386.06995	1.08317	0.73519	680.95905	18692.48047	122	3	8	1	163	163	1692.03272	10.41362	20951.7	13637.6	20951.7	13637.6	163.0	163.0
405/647	21075.7	13889.4	21075.7	13889.4	825.53046	5252.96045	322.02942	0.02395	1.15830	661.88361	5324.90918	132	1	8	1	-64	-64	460.50971	15.53212	21075.7	13889.4	21075.7	13889.4	-64.0	-64.0
405/647	20959.7	13890.7	20959.7	13890.7	1677.27258	9252.26855	299.83499	0.81687	1.07734	688.01062	8896.73438	134	1	3	1	-34	-34	811.11585	8.70313	20959.7	13890.7	20959.7	13890.7	-34.0	-34.0
405/647	21257.3	22988.3	21257.3	22988.3	1174.99207	7200.58838	316.02875	0.55262	1.38838	657.87061	7090.23486	141	1	1	1	-119	-119	631.25182	11.46308	21257.3	22988.3	21257.3	22988.3	-119.0	-119.0
405/647	21662.8	24211.6	21662.8	24211.6	659.30609	5102.47217	355.14594	1.27658	1.13243	647.74573	4785.35693	144	1	6	1	-82	-82	447.31690	18.75961	21662.8	24211.6	21662.8	24211.6	-82.0	-82.0
405/647	21004.3	23289.7	21004.3	23289.7	1021.75824	24489.31250	330.47073	0.34666	0.96734	629.89709	23372.29297	147	4	10	1	7	7	2146.89721	6.98117	21004.3	23289.7	21004.3	23289.7	7.0	7.0
405/647	20559.5	20120.3	20559.5	20120.3	2668.29858	17172.92383	323.86569	0.14213	1.03486	640.38928	16600.26758	155	1	2	1	-21	-21	1505.49356	5.96103	20559.5	20120.3	20559.5	20120.3	-21.0	-21.0
405/647	20330.0	16123.9	20330.0	16123.9	1267.68665	21952.36523	308.41562	0.50484	1.15840	617.84717	21632.46094	158	3	2	1	-57	-57	1924.49142	6.14741	20330.0	16123.9	20330.0	16123.9	-57.0	-57.0
405/647	20755.7	21596.7	20755.7	21596.7	1003.71466	36410.58984	326.12469	0.06164	0.84631	628.12476	35101.28516	170	6	3	1	50	50	3191.99626	5.61037	20755.7	21596.7	20755.7	21596.7	50.0	50.0
405/647	20769.3	14793.4	20769.3	14793.4	649.84943	5263.27783	363.31375	0.05380	1.64139	664.00995	5610.65186	172	1	3	1	-235	-235	461.41420	19.18500	20769.3	14793.4	20769.3	14793.4	-235.0	-235.0
405/647	21164.6	23361.2	21164.6	23361.2	961.44440	11215.00391	306.12048	0.59937	0.97151	630.81549	11081.22461	175	2	12	1	-3	-3	983.18238	9.35788	21164.6	23361.2	21164.6	23361.2	-3.0	-3.0
405/647	22374.7	25804.2	22374.7	25804.2	705.09888	5184.78174	346.17865	0.53994	0.62553	608.38177	5143.63770	182	1	6	1	146	146	454.53271	17.25689	22374.7	25804.2	22374.7	25804.2	146.0	146.0
405/647	22301.3	25885.7	22301.3	25885.7	724.25940	5322.96338	346.09055	0.48630	0.63360	613.32001	5370.80029	184	1	3	1	143	142.97	466.64663	16.90623	22301.3	25885.7	22301.3	25885.7	143.0	143.0
405/647	21068.8	20280.5	21068.8	20280.5	972.96497	13254.67871	330.89890	0.23322	1.24093	645.49542	12399.22852	187	2	5	1	-99	-99.0756	1161.99394	9.32599	21068.8	20280.5	21068.8	20280.5	-99.0	-99.0
405/647	22189.9	25714.3	22189.9	25714.3	765.37292	12069.12012	380.71927	0.55824	0.67708	582.26636	11879.35352	187	2	7	1	173	172.924	1058.05993	12.39649	22189.9	25714.3	22189.9	25714.3	173.0	173.0
405/647	21702.8	24138.3	21702.8	24138.3	618.75024	21419.22656	386.30692	0.28593	1.64758	605.44049	20841.74219	189	3	8	1	-274	-274.106	1877.75291	9.09038	21702.8	24138.3	21702.8	24138.3	-274.0	-274.0
405/647	20150.6	12395.7	20150.6	12395.7	639.10657	6907.91162	419.70755	0.70324	1.64344	626.82202	6455.22949	196	1	5	1	-326	-326.212	605.59382	19.00417	20150.6	12395.7	20150.6	12395.7	-326.0	-326.0
405/647	20783.2	14515.1	20783.2	14515.1	862.90143	9396.06738	333.46545	0.32621	1.23869	619.03137	9389.67188	197	2	10	1	-101	-101.227	823.72222	12.55179	20783.2	14515.1	20783.2	14515.1	-101.0	-101.0
405/647	21244.5	21076.5	21244.5	21076.5	1964.89758	39959.45313	310.94669	0.43343	1.19033	763.21112	39322.16406	198	3	1	1	-67	-67.2418	3503.11339	4.10845	21244.5	21076.5	21244.5	21076.5	-67.0	-67.0
405/647	20270.2	18819.4	20270.2	18819.4	568.32611	4672.26270	366.03690	0.48781	0.71153	604.13214	4736.37402	203	1	6	1	143	142.683	409.60185	20.83856	20270.2	18819.4	20270.2	18819.4	143.0	143.0
405/647	20515.0	20422.0	20515.0	20422.0	831.37775	22754.14648	328.08704	0.06317	0.82328	606.67908	22705.84570	205	4	6	1	60	59.6524	1994.78093	7.24710	20515.0	20422.0	20515.0	20422.0	60.0	60.0
405/647	20975.4	22730.9	20975.4	22730.9	1975.20007	34522.75000	314.64056	0.37923	0.88925	651.54895	34619.72656	212	4	0	1	27	26.5467	3026.49557	4.88501	20975.4	22730.9	20975.4	22730.9	27.0	27.0
405/647	20255.7	16985.6	20255.7	16985.6	1203.55920	9778.36133	363.88098	0.13333	1.58565	602.17487	9821.87988	212	1	2	1	-228	-228.453	857.23667	10.87585	20255.7	16985.6	20255.7	16985.6	-228.0	-228.0
405/647	22454.7	25692.5	22454.7	25692.5	1207.10852	12480.53320	299.68387	0.87310	1.18801	570.67749	12043.12695	214	2	4	1	-61	-61.4836	1094.12716	7.98648	22454.7	25692.5	22454.7	25692.5	-61.0	-61.0
405/647	20290.3	20225.7	20290.3	20225.7	968.71881	11295.58789	330.68896	0.05694	0.79978	620.83978	10882.01172	221	2	5	1	71	70.4107	990.24691	10.54092	20290.3	20225.7	20290.3	20225.7	71.0	71.0
405/647	20758.5	14798.0	20758.5	14798.0	1485.82581	17697.13672	364.07996	0.97837	1.33163	605.91492	17733.95508	228	2	2	1	-180	-180.695	1551.44958	8.38198	20758.5	14798.0	20758.5	14798.0	-180.0	-180.0
